108,122,284.04,305.89,74.79,35.56,0.37,10,-1
109,122,277.43,297.00,83.06,39.49,0.84,10,-1
110,122,272.30,286.36,87.34,41.55,0.90,10,-1
111,123,233.80,281.70,62.30,55.66,0.86,8,-1
111,122,269.93,275.98,90.63,43.17,0.90,10,-1
112,123,229.58,266.66,83.02,74.57,0.90,8,-1
112,122,270.41,259.65,93.57,44.70,0.88,10,-1
113,123,229.74,253.32,92.50,83.82,0.90,8,-1
113,122,272.84,245.06,97.38,46.96,0.88,10,-1
114,123,230.82,239.08,99.76,91.60,0.89,8,-1
114,122,276.92,231.14,98.74,48.28,0.88,10,-1
115,123,240.06,212.76,108.61,101.75,0.83,8,-1
115,122,286.72,203.06,103.63,52.20,0.84,10,-1
116,123,251.55,191.35,112.90,108.39,0.87,8,-1
116,122,298.08,179.97,103.39,53.84,0.84,10,-1
117,123,276.59,160.37,116.12,114.94,0.86,8,-1
118,123,298.40,134.68,117.53,120.04,0.87,8,-1
118,122,320.33,129.03,120.20,65.98,0.05,10,-1
119,123,333.14,100.09,115.71,121.74,0.84,8,-1
119,124,366.31,97.76,62.59,117.10,0.42,11,-1
120,123,376.79,70.81,101.97,109.45,0.90,8,-1
121,123,403.27,53.30,90.39,98.98,0.90,8,-1
122,123,427.62,35.62,76.09,85.51,0.88,8,-1
123,123,434.27,23.93,68.88,78.26,0.60,8,-1
123,124,425.45,42.08,46.21,85.79,0.54,11,-1
124,123,435.55,23.08,62.74,70.07,0.68,8,-1
124,125,461.23,27.53,36.41,31.78,0.44,8,-1
124,124,443.17,28.95,36.96,66.77,0.50,11,-1
125,123,434.69,25.19,56.74,59.89,0.65,8,-1
125,125,462.77,30.10,37.24,32.53,0.25,8,-1
125,124,443.09,29.80,32.70,55.61,0.32,11,-1
126,123,427.29,28.05,47.34,43.31,0.36,8,-1
126,125,462.84,32.94,35.45,31.00,0.04,8,-1
126,124,435.27,31.14,26.67,39.63,0.40,11,-1
127,125,463.29,34.76,35.03,30.63,0.04,8,-1
127,124,427.60,23.92,34.08,45.42,0.65,11,-1
128,123,413.38,13.55,64.89,52.09,0.35,8,-1
128,124,424.12,16.86,40.27,49.07,0.53,11,-1
129,123,409.05,5.76,75.15,57.93,0.20,8,-1
129,125,468.97,8.95,34.04,29.70,0.05,8,-1
129,124,420.37,7.73,49.57,56.14,0.31,11,-1
130,123,404.82,1.22,83.24,62.09,0.23,8,-1
130,125,471.48,3.14,35.51,30.63,0.05,8,-1
130,124,417.47,3.21,56.12,59.29,0.38,11,-1
131,123,403.24,-1.77,85.99,62.30,0.07,8,-1
131,125,473.28,-0.25,27.72,22.37,0.01,8,-1
131,124,414.84,0.16,61.07,61.00,0.65,11,-1
132,123,405.04,-2.41,86.35,60.27,0.04,8,-1
132,125,480.41,-0.66,25.35,17.31,0.17,8,-1
132,124,415.26,-0.40,63.76,60.21,0.51,11,-1
133,123,428.30,-1.65,61.45,37.65,0.02,8,-1
133,125,474.34,-0.76,20.48,11.97,0.03,8,-1
133,122,422.69,44.16,74.31,37.71,0.02,10,-1
133,124,413.36,-0.09,68.72,62.46,0.52,11,-1
134,123,423.58,2.28,66.21,39.56,0.02,8,-1
134,125,428.77,0.99,75.96,43.45,0.03,8,-1
134,124,409.97,0.40,73.47,65.24,0.66,11,-1
135,125,416.39,-0.39,89.18,51.01,0.03,8,-1
135,124,400.56,-0.38,80.08,71.37,0.47,11,-1
136,125,433.48,-0.51,82.12,45.86,0.06,8,-1
136,123,382.72,-0.22,109.73,69.88,0.29,8,-1
136,124,394.31,-0.37,83.41,74.74,0.11,11,-1
137,126,391.37,1.25,82.27,78.55,0.45,7,-1
137,125,439.78,-0.46,75.93,40.62,0.08,8,-1
137,123,380.06,-0.30,107.98,70.91,0.19,8,-1
137,122,447.44,4.55,68.27,33.94,0.09,10,-1
137,124,390.39,-0.34,84.50,76.94,0.18,11,-1
138,126,392.69,1.42,81.98,78.46,0.24,7,-1
138,125,440.34,-0.49,77.57,40.50,0.13,8,-1
138,123,381.80,-0.15,105.22,71.08,0.40,8,-1
138,122,450.67,-6.00,72.53,35.81,0.20,10,-1
138,124,391.15,0.04,83.42,77.05,0.27,11,-1
139,125,435.60,0.04,84.67,43.94,0.10,8,-1
139,123,411.19,4.57,70.66,48.35,0.39,8,-1
140,125,423.80,7.40,82.63,43.63,0.02,8,-1
140,123,421.71,13.74,53.91,37.29,0.49,8,-1
141,125,421.68,8.27,89.26,47.09,0.22,8,-1
141,123,420.40,17.15,49.45,34.43,0.44,8,-1
142,123,406.65,11.77,52.13,36.91,0.61,8,-1
143,123,394.03,4.82,52.55,37.73,0.69,8,-1
143,122,466.95,-9.75,82.57,42.08,0.36,10,-1
144,123,365.19,1.04,69.82,52.48,0.32,8,-1
144,125,376.30,2.72,56.41,29.54,0.43,8,-1
145,122,481.77,-8.23,81.51,42.81,0.42,10,-1
145,124,361.24,-1.10,63.73,60.42,0.82,11,-1
145,127,363.01,0.51,42.02,56.15,0.06,18,-1
146,122,486.73,-5.96,79.72,43.05,0.34,10,-1
146,124,348.14,-0.58,55.48,53.08,0.85,11,-1
147,122,492.21,-4.94,80.28,44.84,0.37,10,-1
147,124,340.08,-0.31,46.48,43.92,0.87,11,-1
148,122,498.36,-4.23,79.79,46.23,0.50,10,-1
148,124,328.11,-0.14,42.21,35.38,0.42,11,-1
149,125,370.08,4.29,53.17,27.84,0.43,8,-1
149,122,503.40,-4.01,77.63,46.47,0.31,10,-1
149,124,323.19,0.42,40.51,28.66,0.74,11,-1
