52,553,425.56,131.36,50.17,71.57,0.34,17,-1
101,554,378.18,202.34,48.67,72.19,0.06,23,-1
102,554,383.67,199.44,48.06,71.21,0.01,23,-1
105,554,400.86,188.73,45.46,67.43,0.01,23,-1
108,554,410.99,180.75,42.03,62.02,0.03,23,-1
111,554,409.57,177.63,41.71,61.33,0.09,23,-1
116,555,356.57,169.93,46.79,27.83,0.16,23,-1
117,555,352.69,169.20,47.39,28.27,0.04,23,-1
149,556,147.02,289.04,85.44,58.95,0.64,16,-1
150,556,145.65,288.86,84.62,58.53,0.56,16,-1
151,556,142.96,288.29,91.09,63.26,0.02,16,-1
159,556,151.46,294.37,82.06,57.41,0.02,16,-1
160,556,159.28,297.34,73.60,51.86,0.03,16,-1
163,557,190.28,291.40,70.02,43.13,0.76,4,-1
163,558,169.79,295.27,72.19,44.45,0.06,5,-1
164,557,185.13,283.64,83.18,51.41,0.85,4,-1
164,558,180.04,284.05,86.37,53.33,0.14,5,-1
165,557,183.48,278.42,89.57,55.66,0.85,4,-1
166,557,185.20,272.98,93.59,58.41,0.76,4,-1
167,557,182.09,267.72,102.51,64.53,0.88,4,-1
168,557,183.01,266.53,101.71,64.31,0.89,4,-1
169,557,183.39,266.42,102.21,64.90,0.89,4,-1
170,557,183.06,266.29,103.04,65.73,0.90,4,-1
171,557,183.41,265.71,102.81,65.89,0.90,4,-1
172,557,182.53,264.01,105.55,68.14,0.91,4,-1
173,557,182.64,262.01,106.41,69.21,0.90,4,-1
174,557,180.85,258.12,112.66,74.20,0.89,4,-1
175,557,179.37,253.66,119.32,79.95,0.89,4,-1
176,557,179.49,251.63,120.70,82.29,0.90,4,-1
177,557,177.97,249.91,122.99,85.68,0.87,4,-1
178,557,175.63,252.41,116.07,82.11,0.88,4,-1
179,557,173.04,255.37,109.87,78.32,0.89,4,-1
180,557,171.62,258.38,103.62,74.46,0.84,4,-1
181,557,168.23,258.93,101.96,73.51,0.83,4,-1
182,557,169.02,258.77,101.74,73.74,0.82,4,-1
182,558,168.29,264.93,110.91,68.88,0.13,5,-1
183,557,171.47,259.20,99.92,72.68,0.87,4,-1
184,557,173.32,260.80,96.75,70.35,0.86,4,-1
185,557,173.15,265.86,90.56,64.91,0.83,4,-1
186,557,172.45,268.61,85.57,59.88,0.88,4,-1
186,558,166.11,263.74,105.79,65.62,0.57,5,-1
187,557,172.23,269.90,84.12,57.60,0.88,4,-1
187,558,165.71,265.04,100.76,62.42,0.65,5,-1
188,557,171.56,270.08,85.60,57.46,0.87,4,-1
188,558,165.50,265.69,99.27,61.40,0.61,5,-1
189,557,171.15,270.50,86.81,57.28,0.86,4,-1
190,557,171.05,269.39,93.46,61.56,0.88,4,-1
191,557,174.32,267.77,96.68,63.88,0.86,4,-1
192,557,176.06,265.29,101.54,67.83,0.84,4,-1
193,557,178.43,261.38,107.22,72.77,0.86,4,-1
194,557,182.27,256.97,112.34,77.74,0.87,4,-1
195,557,185.71,253.23,114.86,81.17,0.87,4,-1
196,557,190.33,245.36,118.23,86.46,0.87,4,-1
197,557,196.11,240.21,116.89,88.03,0.88,4,-1
198,557,204.16,232.30,117.24,90.95,0.86,4,-1
199,557,212.23,227.22,112.31,89.62,0.88,4,-1
200,557,224.75,220.76,105.31,86.96,0.89,4,-1
201,557,230.27,214.68,107.15,92.01,0.90,4,-1
202,557,241.40,206.04,106.01,94.87,0.91,4,-1
203,557,251.41,198.60,104.10,97.26,0.92,4,-1
204,557,264.77,188.38,100.67,98.82,0.91,4,-1
205,557,274.34,179.61,98.20,101.66,0.91,4,-1
207,560,324.01,167.17,41.45,97.04,0.90,4,-1
209,557,323.93,158.96,86.82,95.48,0.88,4,-1
210,557,341.64,151.84,78.97,90.62,0.85,4,-1
212,562,374.59,170.18,47.45,54.47,0.86,4,-1
213,562,381.03,161.42,49.66,57.06,0.82,4,-1
214,562,385.43,156.72,49.77,57.27,0.80,4,-1
215,562,394.21,158.52,44.42,50.97,0.79,4,-1
216,562,398.52,159.65,42.13,48.10,0.76,4,-1
217,562,403.12,156.90,41.97,47.66,0.82,4,-1
218,562,406.66,155.67,41.95,47.36,0.84,4,-1
219,562,409.67,155.04,42.05,47.24,0.84,4,-1
220,562,412.57,154.18,43.36,48.64,0.88,4,-1
221,562,416.42,155.95,41.11,45.53,0.81,4,-1
222,562,417.99,156.94,41.02,44.94,0.81,4,-1
223,562,418.37,156.95,44.16,48.39,0.79,4,-1
224,562,417.64,150.94,48.94,54.07,0.81,4,-1
225,562,418.15,145.72,51.07,56.94,0.79,4,-1
226,562,419.11,137.21,51.39,57.66,0.61,4,-1
227,562,418.73,130.11,52.49,59.32,0.62,4,-1
227,563,418.40,127.84,36.11,33.58,0.17,4,-1
228,563,420.73,129.34,38.09,35.49,0.03,4,-1
